Company,Type,City,State / Province,Country
Bandai Namco Games Europe, Developer and Publisher,Cergy-Pontoise,Ile-de-France,France
Battle Factory, Developer,Paris,Ile-de-France,France
Bip Media, Developer,Paris,Ile-de-France,France
Blazing Stick, Developer,Fonteney-Aux-Roses,Ile-de-France,France
Blizzard Entertainment, Developer,Versailles,Ile-de-France,France
Capcom Entertainment France, Publisher,Saint-Germain-en-Laye,Ile-de-France,France
Capital Games, Organization,Paris,Ile-de-France,France
Captive Studio, Developer,Paris,Ile-de-France,France
CCCP, Serious Games,Tourcoing,Nord-Pas-de-Calais-Picardie,France
CCCP, Serious Games,Valenciennes,Nord-Pas-de-Calais-Picardie,France
Celsius Online, Developer,Paris,Ile-de-France,France
Celsius Online, Developer,Paris,Ile-de-France,France
Chapatiz, Developer,Puteaux,Ile-de-France,France
Chocolapps, Mobile,Levallois-Perret,Ile-de-France,France
Chou Entertainment, Mobile,Paris,Ile-de-France,France
Chouquette Games, Mobile,Levallois-Perret,Ile-de-France,France
Connect2Media, Mobile,Chessy,Ile-de-France,France
Cosmografik, Developer,Paris,Ile-de-France,France
Couch Game Crafters, Developer,Lille,Nord-Pas-de-Calais-Picardie,France
Cyanide Studio, Developer,Nanterre,Ile-de-France,France
Darewise Entertainment, Developer,Paris,Ile-de-France,France
Days of Wonder, Developer,Paris,Ile-de-France,France
DeValley Entertainment, Mobile,Paris,Ile-de-France,France
Digiworks Paris, Mobile,Paris,Ile-de-France,France
Digiworks Rouen, Mobile,Rouen,Normandy,France
DONTNOD Eleven, Developer,Paris,Ile-de-France,France
DONTNOD Entertainment, Developer,Paris,Ile-de-France,France
DotEmu, Mobile,Paris,Ile-de-France,France
Dreamcentury, Online,Paris,Ile-de-France,France
Ediogames, Mobile,Enghien-les-Bains,Ile-de-France,France
Ekosystem, Developer,Paris,Ile-de-France,France
Enigami, Developer,Lille,Nord-Pas-de-Calais-Picardie,France
Eugen Systems, Developer,Paris,Ile-de-France,France
Eversim, Developer,Lognes,Ile-de-France,France
F4 Group, Developer,Paris,Ile-de-France,France
Farsky Interactive, Developer,Paris,Ile-de-France,France
Flying Oak Games, Developer,Metz,Grand Est,France
Focus Home Interactive, Publisher,Paris,Ile-de-France,France
Fractal Box, Developer,Paris,Ile-de-France,France
Fremencorp, Serious Games,Rosieres-Pres-Troyes,Alsace-Champagne-Ardenne-Lorraine,France
Funforge, Developer,Paris,Ile-de-France,France
Gameloft, Mobile,Paris,Ile-de-France,France
Gaminho, Mobile,Paris,Ile-de-France,France
Globz, Mobile,Paris,Ile-de-France,France
Goa, Publisher,Issy-les-Moulineaux,Ile-de-France,France
Goblinz Studio, Developer and Publisher,Metz,Grand Est,France
Green Panda Games, Developer,Paris,Ile-de-France,France
Hanakai Studio, Developer,Paris,Ile-de-France,France
I-play, Mobile,Paris,Ile-de-France,France
igda Paris Chapter, Organization,Paris,Ile-de-France,France
Immersive Factory, Serious Games,Paris,Ile-de-France,France
Instincts Luddiques, Mobile,Villiers le Morhier,Centre-Val de Loire,France
int13, Mobile,Paris,Ile-de-France,France
IoPixel, Mobile,Paris,Ile-de-France,France
isCool Entertainment, Mobile,Paris,Ile-de-France,France
James Bang, Developer,Paris,Ile-de-France,France
Ketchapp, Mobile,Paris,Ile-de-France,France
KickAlive, Mobile,Soisy-sur-Seine,Ile-de-France,France
KineQuantum, Health,Paris,Ile-de-France,France
Klondike, Developer,Lille,Nord-Pas-de-Calais-Picardie,France
Koalabs, Developer,Montreuil Sous Bois,Ile-de-France,France
Kobojo, Online,Paris,Ile-de-France,France
Koch Media, Publisher,La Plaine Saint-Denis,Ile-de-France,France
Konami France, Publisher,Paris,Ile-de-France,France
Koomea Entertainment, Publisher,Paris,Ile-de-France,France
Kylotonn Entertainment, Developer,Paris,Ile-de-France,France
La Moutarde, Developer,Paris,Ile-de-France,France
Le Cortex, Developer,Paris,Ile-de-France,France
Leikir Studio, Developer,Ivry-sur-Seine,Val-de-Marne,France
Lightbulb Crew, Developer,Paris,Ile-de-France,France
Lozange Lab, Developer,Metz,Alsace-Champagne-Ardenne-Lorraine,France
Lucid Realities Studio, Virtual Reality,Paris,Ile-de-France,France
Lunaris Iris, Developer,Paris,Ile-de-France,France
Magic Pockets, Developer,Torcy,Nord-Pas-de-Calais-Picardie,France
Magma Mobile, Mobile,Argenteuil,Ile-de-France,France
Malkyrs Studio, Mobile,Caen,Normandy,France
Mana Cube, Mobile,Paris,Ile-de-France,France
Mando Productions, Developer,Paris,Ile-de-France,France
Mangoo Games, Mobile,Paris,Ile-de-France,France
manzalab, Developer,Paris,Ile-de-France,France
Metaboli, Publisher,Paris,Ile-de-France,France
Metidia, Online,Paris,Ile-de-France,France
Mi-clos Studio, Developer,Millery,Bourgogne-Franche-Comte,France
Microids (Anuman Interactive), Developer,Montreuil Sous Bois,Ile-de-France,France
Microsoft France, Publisher,Issy les Moulineaux,Ile-de-France,France
Mobigame, Developer,Paris,Ile-de-France,France
Nadeo (Ubisoft), Developer,Issy-les-Moulineaux,Ile-de-France,France
NanoPiko, Developer,Paris,Ile-de-France,France
Neko Entertainment, Developer,Montreuil Sous Bois,Ile-de-France,France
NINPO, Serious Games,Bondy,Ile-de-France,France
Nintendo France, Publisher,Cergy-Pontoise,Ile-de-France,France
Novaquark, Developer,Paris,Ile-de-France,France
Ocelot Society, Developer,Paris,Ile-de-France,France
Oh BiBi, Developer,Paris,Ile-de-France,France
ooblada, Developer,Montreuil Sous Bois,Ile-de-France,France
Owlient (Ubisoft), Online,Paris,Ile-de-France,France
Parallel Studio, Virtual Reality,Paris,Ile-de-France,France
Pastagames, Developer,Paris,Ile-de-France,France
Persistant Studios, Developer,Paris,Ile-de-France,France
Piece of Cake Studios, Developer,Paris,Ile-de-France,France
Pinpin Team, Developer,Paris,Ile-de-France,France
Pixel Wizards, Developer,Paris,Ile-de-France,France
Planet Nemo Interactive, Developer,Paris,Ile-de-France,France
Playdigious, Publisher,Montreuil Sous Bois,Ile-de-France,France
Playdius Entertainment, Publisher,Paris,Ile-de-France,France
Playrion, Developer,Paris,Ile-de-France,France
Playsoft Games, Developer,Paris,Ile-de-France,France
Playtouch, Developer,Paris,Ile-de-France,France
Pretty Simple Games, Online,Paris,Ile-de-France,France
Quantic Dream, Developer,Paris,Ile-de-France,France
Ragequit Corporation, Developer,Paris,Ile-de-France,France
Red Art Games, Publisher,Paris,Ile-de-France,France
Seaven Studios, Developer,Lille,Nord-Pas-de-Calais-Picardie,France
Skeleton Business, Developer,Lille,Nord-Pas-de-Calais-Picardie,France
Sloclap, Online,Paris,Ile-de-France,France
Sony Computer Entertainment France, Publisher,Paris,Ile-de-France,France
Spiders, Developer,Paris,Ile-de-France,France
Square Enix France, Publisher,Levallois-Perret,Ile-de-France,France
Storybird Games, Developer,Tours,Centre-Val de Loire,France
Streum on Studio, Developer,Chelles,Ile-de-France,France
SYLDI Studio, Online,Joue-les-Tours,Centre-Val de Loire,France
Sylvain Seccia, Developer,Paris,Ile-de-France,France
Tactical Adventures, Developer,Paris,Ile-de-France,France
Take 2 Interactive France, Publisher,Palaiseau,Ile-de-France,France
Tamarin Studios, Developer,Rambouillet,Ile-de-France,France
Tap4Fun France, Mobile,Paris,Ile-de-France,France
Tapnation, Publisher,Paris,Ile-de-France,France
Tea For Two, Developer,Ivry-sur-Seine,Val-de-Marne,France
Teemew, Virtual Reality,Paris,Ile-de-France,France
The Arcade Crew, Publisher,Paris,Ile-de-France,France
The Game Atelier, Mobile,Paris,Ile-de-France,France
The Pixel Hunt, Mobile,Paris,Ile-de-France,France
Them Games, Developer,Paris,Ile-de-France,France
Tindalos Interactive, Developer,Paris,Ile-de-France,France
TOTEM Studio, Developer,Paris,Ile-de-France,France
Tuesday Quest, Mobile,Champs-sur-Marne,Ile-de-France,France
Ubisoft Owlient, Developer and Publisher,Montreuil Sous Bois,Ile-de-France,France
Ubisoft Paris, Developer and Publisher,Paris,Ile-de-France,France
Vertical, Developer,Tourcoing,Nord-Pas-de-Calais-Picardie,France
Virtual by Backlight, Virtual Reality,Paris,Ile-de-France,France
Virtual Regatta, Online,Boulogne-Billancourt,Ile-de-France,France
Visiware, Publisher,Sevres,Ile-de-France,France
Voodoo, Mobile,Paris,Ile-de-France,France
Voxler, Developer,Paris,Ile-de-France,France
VRLines, Virtual Reality,Paris,Ile-de-France,France
Wargaming Europe, Online,Boulogne-Billancourt,Ile-de-France,France
Whacky Squad Studio, Developer,La Chapelle Launay,Brittany,France
Wild Factor, Developer,Paris,Ile-de-France,France
Witty Wings, Developer,Paris,Ile-de-France,France
XiLabs Smartgaming, Developer,Paris,Ile-de-France,France
Yamago, Developer,Paris,Ile-de-France,France
Ynnis, Publisher,Paris,Ile-de-France,France
Zenimax - Bethesda Softworks, Publisher,Paris,Ile-de-France,France
Zero Games Studios, Developer,Paris,Ile-de-France,France
Zero Games Studios, Developer,Paris,Ile-de-France,France
Amplify Creations, Developer,Lisbon,Lisbon,Portugal
Arcade Thumb, Mobile,Lisbon,Lisbon,Portugal
Awesome, Developer,Leiria,Centro,Portugal
Battlesheep, Mobile,Lisbon,Lisbon,Portugal
Bica Studios, Mobile,Lisbon,Lisbon,Portugal
Camel 101, Mobile,Lisbon,Lisbon,Portugal
CanPlay, Mobile,Coimbra,Coimbra,Portugal
CircleSquare Entertainment, Developer,Lisbon,Lisbon,Portugal
Digital Soul Games, Developer,Porto,Grande Porto,Portugal
Doppio Games, Developer,Lisbon,Lisbon,Portugal
Doppio Games, Developer,Porto,Grande Porto,Portugal
Dsquare Games, Developer,Lisbon,Lisbon,Portugal
Fun Punch Games, Developer,Lisbon,Lisbon,Portugal
Game Studio 78, Developer,Porto,Grande Porto,Portugal
Gojira, Mobile,Lisbon,Lisbon,Portugal
Ground Control Studios, Developer,Porto,Grande Porto,Portugal
Headless Studio, Serious Games,Porto,Grande Porto,Portugal
Indot Studios, Mobile,Barcelos,Minho,Portugal
LampWave Studio, Developer,Aveiro,Centro,Portugal
Moonberry Studios, Developer,Porto,Grande Porto,Portugal
Nerd Monkeys, Developer,Lisbon,Lisbon,Portugal
Not a Game Studio, Developer,Lisbon,Lisbon,Portugal
Raindance LX, Developer,Lisbon,Lisbon,Portugal
Serius Games, Developer,Lisbon,Lisbon,Portugal
Spawn Studios, Developer,Sao Joao da Madeira,Grande Porto,Portugal
Tapestry Software, Online,Coimbra,Coimbra,Portugal
Tio Atum, Mobile,Lisbon,Lisbon,Portugal
Upfall Studios, Developer,Lisbon,Lisbon,Portugal
Virtuleap, Health,Lisbon,Lisbon,Portugal
Virtuleap, Health,Lisbon,Lisbon,Portugal
WindLimit, Developer,Lisbon,Lisbon,Portugal
ZPX, Developer,Lisbon,Lisbon,Portugal
a2z Interactive, Developer,Hull,East Yorkshire,England
Activision Leeds, Mobile,Leeds,Yorkshire,England
Adventure Soft, Developer and Publisher,Birmingham,West Midlands,England
AdventureSoft Publishing, Publisher,Sutton Coldfield,West Midlands,England
Alternative Software, Publisher,Castleford,West Yorkshire,England
Astraware, Developer,Keele,Staffordshire,England
Blue Beck, Mobile,Macclesfield,Cheshire,England
Boneloaf, Developer,Sheffield,Yorkshire,England
Bulkhead Interactive, Developer,Derby,Derbyshire,England
Bulkhead Phoenix, Developer,Derby,Derbyshire,England
Bulldog Interactive, Developer,Leicester,Leicestershire,England
Cave Monsters, Developer,Sheffield,Yorkshire,England
Chance Agency, Developer,Nottingham,Nottinghamshire,England
Codemasters Birmingham, Developer,Birmingham,West Midlands,England
Codemasters Southam, Developer and Publisher,Southam,Warwickshire,England
Cooperative Innovations, Virtual Reality,Leeds,West Yorkshire,England
Crash Lab, Mobile,Nottingham,Nottinghamshire,England
Crows Crows Crows, Developer,Leeds,West Yorkshire,England
Dambuster Studios (Deep Silver), Developer,Nottingham,Nottinghamshire,England
Distinctive Developments, Mobile,Sheffield,Yorkshire,England
Dubit, Developer,Leeds,Yorkshire,England
EA (Chillingo), Mobile,Macclesfield,Cheshire,England
EightPixelsSquare, Mobile,Derby,Derbyshire,England
Engine Room Games, Developer,Stratford upon Avon,Warwickshire,England
Epic Games UK, Developer,Leamington Spa,Warwickshire,England
Exient, Developer,Leamington Spa,Warwickshire,England
Facepunch Studios, Developer,Walsall,West Midlands,England
Fierce Kaiju, Virtual Reality,Leeds,West Yorkshire,England
fish in a bottle, Developer,Warwick,Warwickshire,England
FortuneFish, Mobile,Nottingham,Nottinghamshire,England
Foundry 42, Online,Wilmslow,Cheshire,England
Full Fat Productions, Developer,Coventry,West Midlands,England
Funsolve, Developer,Rugby,Warwickshire,England
Fuzzy Frog, Mobile,Nottingham,Nottinghamshire,England
Galactic Cafe, Developer,Leeds,West Yorkshire,England
Game Digits, Mobile,Liversedge,West Yorkshire,England
Games Faction, Developer,Sheffield,South Yorkshire,England
Gory Detail, Mobile,Ashby-de-la-Zouch,Leicestershire,England
Hard Light Studios (SEGA), Developer,Leamington Spa,Warwickshire,England
HARDlight Studios (SEGA), Developer,Leamington Spa,Warwickshire,England
Hypersloth, Developer,Huddersfield,West Yorkshire,England
I-play Macclesfield, Mobile,Macclesfield,Cheshire,England
Imagination Entertainment, Developer,Chester,Cheshire,England
Inglenook Games, Developer,York,Yorkshire,England
Jamo Games, Developer,Birmingham,West Midlands,England
Just Add Water (Developments), Developer,Leeds,West Yorkshire,England
Just Flight, Developer,Leamington Spa,Warwickshire,England
Just Trains, Developer,Leamington Spa,Warwickshire,England
Kasedo Games, Publisher,Leicester,Leicestershire,England
Kwalee, Developer,Leamington Spa,Warwickshire,England
Lockwood Publishing, Mobile,Leamington Spa,Warwickshire,England
Lockwood Publishing, Mobile,Nottingham,Nottinghamshire,England
Mars on a Stick, Mobile,Sheffield,Yorkshire,England
Midoki Games, Mobile,Leamington Spa,Warwickshire,England
Modern Dream, Developer,Leamington Spa,Warwickshire,England
Monster and Monster, Mobile,Leamington Spa,Warwickshire,England
Moonpod, Developer,Sheffield,South Yorkshire,England
Nomad Games, Mobile,Lymm,Cheshire,England
NSC Creative, Virtual Reality,Leicester,Leicestershire,England
Nyamyam, Developer,Tamworth,Staffordshire,England
Oak Moon Games, Developer,Worcester,West Midlands,England
Paw Print Games, Developer,Chester,Cheshire,England
Penny Black Studios, Virtual Reality,Nottingham,Nottinghamshire,England
Pixel Toys, Mobile,Leamington Spa,Warwickshire,England
Playdemic, Online,Wilmslow,Cheshire,England
Playground Games, Developer,Leamington Spa,Warwickshire,England
PlayTonic Games, Developer,Burton-on-Trent,East Staffordshire,England
Rare, Developer,Twycross,Warwickshire,England
Rare (Microsoft), Developer,Twycross,Warwickshire,England
Rebellion Warwick, Developer,Leamington Spa,Warwickshire,England
Recluse Industries, Developer,York,Yorkshire,England
Red Kite Games, Developer,Huddersfield,West Yorkshire,England
Revolution Software, Developer,York,Yorkshire,England
Rockstar Leeds, Developer,Leeds,Yorkshire,England
Rockstar Lincoln, Developer,Lincoln,Lincolnshire,England
Secret Sorcery, Developer,Warrington,Cheshire,England
Sigtrap Games, Developer,Huddersfield,West Yorkshire,England
SmashMouth Games, Mobile,Hale,Cheshire,England
Sumo Digital, Virtual Reality,Nottingham,Nottinghamshire,England
Sumo Digital, Developer,Sheffield,Yorkshire,England
Super Punk Games, Developer,Nottingham,Nottinghamshire,England
Tactile Games UK, Mobile,Derby,Derbyshire,England
Team 17, Developer and Publisher,Wakefield,West Yorkshire,England
Team Lumo, Mobile,Leamington Spa,Warwickshire,England
Things3D, Virtual Reality,Macclesfield,Cheshire,England
Third Kind Games, Developer,Leamington Spa,Warwickshire,England
Tick Tock Games, Developer,Horbury,West Yorkshire,England
Totem Learning, Developer,Coventry,West Midlands,England
Travellers Tales (Warner Brothers Games), Developer,Knutsford,Cheshire,England
Triplevision Games, Developer,Sheffield,Yorkshire,England
TT Fusion, Developer,Wilmslow,Cheshire,England
Tuna Technologies, Mobile,Sheffield,Yorkshire,England
Viewpoint Games, Virtual Reality,Leamington Spa,Warwickshire,England
VRMed, Health,Nottingham,Nottinghamshire,England
Weaseltron Entertainment, Developer,Leeds,West Yorkshire,England
XR Games, Virtual Reality,Leeds,West Yorkshire,England
1939 Games, Mobile,Reykjavik,Reykjavik,Iceland
Aldin Dynamics, Virtual Reality,Reykjavik,Reykjavik,Iceland
CCP Reykjavik, Online,Reykjavik,Reykjavik,Iceland
ControlZee, Developer,Reykjavík,Reykjavik,Iceland
Directive Games, Mobile,Reykjavik,Reykjavik,Iceland
Game Makers Iceland, Organization,Reykjavík,Reykjavik,Iceland
Gebo Kano, Developer,Reykjavík,Reykjavik,Iceland
Icelandic Game Industry, Organization,Reykjavik,Reykjavik,Iceland
Joon, Developer,Reykjavík,Reykjavik,Iceland
Licorice, Developer,Reykjavik,Reykjavik,Iceland
Mainframe Industries, Online,Reykjavik,Reykjavik,Iceland
Myrkur, Developer,Reykjavík,Reykjavik,Iceland
Parity, Developer,Reykjavík,Reykjavik,Iceland
Porcelain Fortress, Developer,Reykjavík,Reykjavik,Iceland
Rosamosi Game Studio , Mobile,Reykjavík,Reykjavik,Iceland
Solfar Studios, Virtual Reality,Reykjavik,Reykjavik,Iceland
Solid Clouds, Online,Seltjarnarnes,Reykjavik,Iceland
Tasty Rook, Mobile,Reykjavík,Reykjavik,Iceland
Teatime Games, Mobile,Reykjavík,Reykjavik,Iceland
9th Impact, Mobile,Galway,Connacht,Ireland
Air Games, Mobile,Dublin,Leinster,Ireland
BitRabbit, Mobile,Dublin,Leinster,Ireland
Black Shamrock, Developer,Dublin,Leinster,Ireland
Blizzard Entertainment, Developer,Cork,County Cork,Ireland
Bluebear, Mobile,Dublin,Leinster,Ireland
Boon Studios, Mobile,Dublin,Leinster,Ireland
Digit Game Studios, Online,Dublin,Leinster,Ireland
